date,gw_06,gw_07,gw_08,gw_09,gw_10,gw_11,gw_12,gw_13,gw_14,gw_15
1962-10-31,139.97,43.57,42.01,40.41,-6.74,2.7,3.92,20.86,13.74,38.41
1962-11-30,-29.95,5.5,28.28,-0.36,-6.47,4.61,4.39,17.37,8.17,28.41
1962-12-31,34.38,25.85,34.04,16.82,4.03,9.22,10.48,18.23,6.58,24.36
1963-01-31,51.3,12.36,30.79,15.9,22.82,-11.84,1.39,30.92,7.15,33.07
1963-02-28,113.85,24.11,43.81,68.15,44.61,62.48,36.24,53.63,6.37,44.73
1963-03-31,-4.65,8.52,34.12,-6.54,-16.2,-21.84,-13.97,25.61,14.42,73.38
1963-04-30,42.93,34.72,48.22,50.22,23.61,45.7,24.4,43.49,7,42.92
1963-05-31,-29.23,10.81,38.2,8.41,-0.33,40.16,7.03,23.75,18.58,52.64
1963-06-30,-37.97,-7.43,30.79,-40.7,-4.45,-20.43,2.46,33.29,84.65,107.98
1963-07-31,-3.5,4.88,30.32,-44.37,-14.22,-47.57,-12.33,27.53,122.36,134.12
1963-08-31,7.1,9.48,31.08,-20.78,-5.96,-27.34,-4.21,28.41,95.67,105.66
1963-09-30,13.58,19.59,35.84,4.58,1.97,-15.18,-2.59,31.49,11.17,53.28
1963-10-31,13.52,16.33,32.16,10.24,28.17,10.26,10.28,19.33,15.05,17.82
1963-11-30,48.44,27.94,38.35,30.41,13.99,12.26,18.11,25.2,7.63,33.27
1963-12-31,1.04,9.09,27.88,3.48,-12.4,4.68,-3.38,9.29,7.65,24.93
1964-01-31,56.24,15.2,32.37,16.01,1.72,-0.93,-11.2,17.49,8.71,27.35
1964-02-29,-4.35,8.66,26.61,-5.53,-12.19,-22.15,-14.63,13.63,9.06,21.82
1964-03-31,-4.55,7.43,28.07,-2.41,19.3,-15.44,-4.62,35.48,15.48,67.93
1964-04-30,7.01,11.62,34.79,-3.46,-4.28,-7.03,1.61,21.93,9.36,50.79
1964-05-31,13.11,11.67,29.7,-6.46,2.54,-3.62,2.74,29.4,22.88,66.15
1964-06-30,13.78,10.92,28.54,-8.39,8.24,1.57,5.81,27.31,96.4,135.27
1964-07-31,25.49,13.5,34.11,-8.44,14.07,1.78,9.94,30.99,124.65,159.93
1964-08-31,24.4,11.89,31.35,-3.76,3.25,1.88,6.41,25.69,93.11,140.29
1964-09-30,21.49,18.83,34.94,10.17,6.24,-1.17,1.57,31.18,12.89,68.25
1964-10-31,15.33,14.02,32.06,12.5,23.21,3.64,4.39,22.66,16.33,31.88
1964-11-30,37.83,20.32,33.39,21.52,11.3,17.43,22.13,21.26,8.65,35.54
1964-12-31,297.12,47.66,53.71,115.53,50.21,88.03,38.87,74.85,8.01,47.03
1965-01-31,153.57,27.69,51.08,61.95,12.9,48.91,25.71,52.86,8.57,14.65
1965-02-28,-100.86,5.02,35.58,-19.59,-28.29,-27.12,-21.45,20.27,10.12,13.81
1965-03-31,-67.74,-1.26,33.01,-14.75,-2.3,-23.77,-9.42,45.05,17.45,51.92
1965-04-30,15.67,27.72,48.95,31.51,14.71,33.12,20.94,44.17,5.31,55.55
1965-05-31,-22.82,2.45,38.07,-22.29,-13.45,-19.96,-5.38,28.15,19.39,63.9
1965-06-30,-10.83,0.72,35.46,-22.73,-5.94,4.05,7.66,26.64,82.09,123.44
1965-07-31,8.54,5.66,34.65,-35.4,-10.25,-33.36,-6.77,31.69,116.17,143.99
1965-08-31,18.59,12.22,33.75,-13.2,-7.35,-26.46,-2.24,29.71,93.96,129.72
1965-09-30,15.23,17.13,41.39,7.4,-7.64,-10.18,4.66,32.16,10.62,59.47
1965-10-31,15.57,16.2,44.89,10.5,-10.52,14.59,12.22,20.74,14.78,46.12
1965-11-30,58.29,26.57,45.35,51.89,81.29,30.66,39.98,72.63,9.19,73.23
1965-12-31,35.92,12.93,37.25,24.27,-11.5,19.66,5.83,22.86,8.52,45.74
1966-01-31,121.35,21.06,39.14,15.55,-24.74,-7.85,-20.07,23.51,7.93,16.87
1966-02-28,40.25,7.15,36.44,-0.55,-4.99,-13.09,-11.75,23.42,8.26,14.09
1966-03-31,-28.96,12.12,35.26,-3.58,-3.48,-25.28,-2.16,33.99,14.96,61.89
1966-04-30,-13.74,10.6,41.43,-7.89,-3.13,-19.69,-4.04,45.43,10.7,45.67
1966-05-31,-8.77,2.92,30.28,-14.69,-12.29,-9.82,0.23,29.18,21.53,78.64
1966-06-30,2.35,5.01,30.91,-14.65,-8.93,-0.66,4.6,32.59,81.96,112.24
1966-07-31,20.85,13.47,34.38,-11.58,-9.01,5.25,7.25,31.92,113.94,156.44
1966-08-31,22.84,11.47,33,-4.62,-10.86,5.46,4.36,33.78,95.77,151.44
1966-09-30,16.3,15.66,38.81,8.41,-7.8,1.79,1.54,34.73,13.29,76.08
1966-10-31,15.69,13.96,36.26,3.91,-11.57,9.1,2.74,26.72,20.29,44.6
1966-11-30,73.56,32.42,42.85,30.09,10.24,14.51,13.4,25.75,10.14,37.45
1966-12-31,134.38,26.71,41.03,56.65,41.95,55.37,36.28,65.65,9.82,137.45
1967-01-31,169.04,35.07,48.7,71.2,20.73,15.58,4.42,54.57,8.65,43.53
1967-02-28,15.61,0.87,35.37,-3.96,-13.87,14.24,-2.25,41.92,8.75,18.98
1967-03-31,23.54,27.19,47.8,30.08,9.83,26.3,18.22,59.35,18.31,52.72
1967-04-30,-14.24,22.46,54.44,57.72,90.59,53.94,55.37,152.31,13.84,146.75
1967-05-31,-7.61,18.85,43.9,14.34,22.04,22.35,12.66,64.52,26.67,163.19
1967-06-30,-12.64,7.99,37.79,-6.31,-18.58,32.71,22,34.41,70.76,144.93
1967-07-31,-17.86,-7.04,35.62,-46.91,-59.95,-44.14,-11.34,0.1,120.77,127.63
1967-08-31,3.67,3.27,35.59,-50.37,-58.04,-67.95,-37.1,8.79,97.97,85.45
1967-09-30,11.3,15.79,48.81,-12.8,-19.64,-30.66,-9.93,34.69,14.15,24.61
1967-10-31,11.54,15.25,46.7,-1.89,-11.09,-6.22,4.58,23.9,21.02,29.31
1967-11-30,7.41,10.57,36.49,6.97,-2.01,16.23,10.9,20.46,13.1,41.04
1967-12-31,13.76,12.01,36.42,10.14,-1.39,6.66,0.45,15.01,12.57,29.45
1968-01-31,91.05,22.99,40.37,21.69,2.52,-6.19,-6.33,17.15,14.06,21.1
1968-02-29,106.01,28.07,43.3,18.92,-2.13,-16.53,-4.25,24.21,12.07,7.56
1968-03-31,-19.83,6.93,38.82,8.48,5.57,1.88,4.03,33.72,21.56,65.46
1968-04-30,-34.73,-1.22,36.72,-12.47,-1.38,-13.78,-8.76,26.04,11.99,44.38
1968-05-31,-11.22,4.75,31.14,-17.6,-7.15,-11.92,-1.31,26.51,21.53,45.28
1968-06-30,4.97,7.01,32.09,-13.83,-1.34,-1.19,4.59,28.58,66.71,116.49
1968-07-31,20.28,11.73,35.94,-10.93,3.86,6.63,8.81,38.25,107.18,155.17
1968-08-31,21.84,11.94,34.61,-2.75,-0.92,4.32,7.6,30.85,83.54,136.16
1968-09-30,17.92,17.53,40.33,8.42,-9.8,2.52,3.39,37.21,15.27,71.77
1968-10-31,13.9,14.65,37.64,8.13,-2.18,4.37,5.34,24.85,13.46,38.4
1968-11-30,22.85,15.33,37.28,17.64,10.56,11.91,13.11,27.16,12.28,34.76
1968-12-31,89.8,23.64,41.06,35.75,22.96,25.17,28.75,44.55,11.84,37.76
1969-01-31,275.78,43.15,62.06,154.52,173.63,137.77,101.79,242.53,19.41,374.01
1969-02-28,153.42,38.84,64.74,81.19,89.84,49.55,66.5,208.47,18.07,300.17
1969-03-31,-113.73,10,57.6,-4.02,-38.78,-15.24,-21.59,90.47,17.49,93.44
1969-04-30,-41.22,21.77,61.46,-7.22,-41.97,-1.46,-5.63,51.44,20.74,88.99
1969-05-31,-11.48,13.71,42.82,12.82,16.94,60.69,31.55,62.78,39.07,111.77
1969-06-30,-26.39,-1.93,35.24,-21.48,0.26,-1.64,19.43,54.23,73.6,260.19
1969-07-31,2.48,4.63,39.42,-60.34,-88.68,-81.23,-49.05,-6.9,65.54,78.46
1969-08-31,20.5,15.72,43.34,-37.92,-38.67,-48.9,-20.27,19.49,68.04,60.36
1969-09-30,17.75,19.91,54.1,-4.29,-16.1,-10.56,2,39.51,21.07,20.15
1969-10-31,13.08,13.53,51.5,8.25,-6.31,12.06,11.4,28.24,22.4,23.33
1969-11-30,10.46,13.58,42.85,8.5,-5.39,-2.9,6.14,21.03,17.53,15.41
1969-12-31,153.63,43.07,52.67,38.16,-1.91,9.21,0.03,20.76,17.18,21.13
1970-01-31,304.81,47.89,67.55,109.41,73.89,82.37,44,72.8,21.1,44.45
1970-02-28,-9.32,2,51.55,-6.71,-19.94,-24.46,-14.81,27.08,16.71,-2.16
1970-03-31,-112.96,13.97,50.37,-9.88,-1.91,-10.33,-2.27,50.89,18.52,72.13
1970-04-30,-69.72,-8.21,43.52,-35.77,-28.98,-46.59,-18.34,16.86,14.31,43.31
1970-05-31,-29.51,2.42,32.18,-20.21,-11.47,5.9,1.07,23.3,20.08,47.63
1970-06-30,-5.91,8.57,34.04,-14.99,1.67,15.77,17.61,33.45,41.54,110.79
1970-07-31,16.34,12.61,38.9,-16.99,-7.99,-21.36,3.49,35.75,60.48,90.63
1970-08-31,25.5,15.82,38.66,-6.33,-8.04,-9.07,5.28,34.85,64.26,88.02
1970-09-30,20.16,21.22,48.54,8.11,-6.55,-6.01,1.39,40.84,16.63,47.69
1970-10-31,16,16.27,47.25,5.65,-3.89,-4.91,-3.44,27.59,17.84,39.22
1970-11-30,108.37,35.89,53.86,54.26,48.26,22.74,27.98,46.7,15.58,69.21
1970-12-31,150.4,34.34,57.43,56.78,19.04,44.65,24.94,37.63,13.81,44.6
1971-01-31,53.77,17.25,47.42,5.47,-15.16,9.47,-5.2,18.47,14.89,26.36
1971-02-28,-47.51,-1.64,39.65,-7.32,-2.41,-5.11,-4.33,23.17,16.93,7.22
1971-03-31,-10.55,20.52,47.45,4.71,7.16,-18.56,-0.4,46.6,16.84,84.2
1971-04-30,-7.03,12.83,49.78,-4.73,-8.99,-21.15,-4.99,45.55,11.43,35.42
1971-05-31,-0.35,9.26,33.66,-7.21,-10.09,-7.05,-0.91,24.06,15.99,59.45
1971-06-30,2.29,10.05,36.93,-10.06,3.48,22.74,6.18,36.3,33.73,113.05
1971-07-31,7.77,6.67,39.29,-16.3,-5.7,-9.04,12.3,34.77,46.77,114.29
1971-08-31,23.36,13.94,37.31,-6.47,-5.76,-3.51,10.94,32.82,49.73,101.09
1971-09-30,16.02,18.59,48.23,8.79,-5.19,-4.31,4.99,36.51,19.16,47.48
1971-10-31,9.85,4.84,44.43,3.02,-4.55,10.48,8.87,29.25,18.71,36.11
1971-11-30,13.02,11.84,39.1,8.41,-3.94,4.88,1.77,20.34,15.35,34.27
1971-12-31,55.26,19.65,45.38,34.59,31.96,30.51,26.52,36.67,15.02,61.51
1972-01-31,8.99,7.47,38.81,1.92,-6.34,1.41,-5.68,12.49,16.25,28.57
1972-02-29,20.65,11.51,38.42,3.71,-5.09,-11.95,-2.81,20.75,19.2,32.93
1972-03-31,6.24,14.18,42.4,4.47,20.75,-10.67,6.61,49.29,14.8,74.55
1972-04-30,-1.04,2.91,42.39,-5.09,-16.67,-10.83,-0.4,17.46,11.41,43.5
1972-05-31,9.05,3.9,31.28,-15.09,-3.14,-2.34,1.79,37.46,13.99,46.13
1972-06-30,18.79,9.59,34.13,-10.39,7.47,5.4,9.77,48.11,32.45,126.14
1972-07-31,27.9,11.55,38.44,-10.69,-5.19,8.69,13.51,45.46,41.43,143.22
1972-08-31,33.06,10.18,35.98,-5.59,-6.36,8.63,11.55,38.84,41.62,120.13
1972-09-30,16.64,13.79,46.38,13.07,2.16,6.49,14.38,41.43,18.57,39.97
1972-10-31,22.4,14.2,39.23,9.35,-11.79,14.44,4.27,25.8,20.28,37.7
1972-11-30,87.35,24.84,43.7,49.41,63.47,28.84,35.87,60.33,14.77,73.01
1972-12-31,35.32,12.95,38.59,10.52,-26.86,13.16,-3.75,12.07,13.44,35.18
1973-01-31,255.27,41.26,56.21,113.72,58.08,36.12,20.12,62.55,13.93,121.11
1973-02-28,110.18,33.2,58.09,76.84,72.47,26.55,31.57,103.12,12.46,94.63
1973-03-31,2.69,8.8,52.95,11.83,-17.76,12.24,-2.49,41.62,14.13,80.7
1973-04-30,-85.14,-5.52,46.36,-25.38,-14.84,-14.46,-5.63,61.74,20.07,27.63
1973-05-31,-27.09,2.68,34.6,-17.21,-29.17,2.2,1.61,16.25,15.91,61.45
1973-06-30,-15.97,6.47,37.12,-23.24,1.79,2.98,11.91,35.92,28.59,123.15
1973-07-31,15.76,13.51,40.77,-21.49,-5.37,-13.42,13.44,33.49,35.04,132.32
1973-08-31,24.86,15.21,43.71,-6.27,-3.07,-3.46,11.98,33.78,33.18,87.56
1973-09-30,14.54,18.89,54.39,7.31,-5.39,-2.36,7.96,41.67,17.26,31.07
1973-10-31,14.67,15.73,49.07,14.98,5.25,12.44,20.14,31.14,19.99,34.41
1973-11-30,167.29,55.17,64.58,54.64,9.17,6.81,6.47,29.66,15.99,38.45
1973-12-31,84.18,29.92,57.33,49.93,32.55,38.18,19.7,39.99,18.3,36.27
1974-01-31,170.18,27.35,56.97,51.37,34.76,35.19,17.93,61.86,14.29,79.47
1974-02-28,-85.06,4.46,43.45,-20.82,-22.05,-10.27,-11.15,23.55,17.83,12.69
1974-03-31,104.62,42.73,64.82,34.48,25.29,7.79,13.18,63.79,14.24,83.19
1974-04-30,-37.8,-1.39,48.46,10.62,-4.38,7.36,-4.89,32.2,16.6,39.24
1974-05-31,-80.2,-2.55,42.89,-21.76,-13.92,0.01,3.22,24.88,24.41,77.39
1974-06-30,-30.99,2.98,37.84,-26.2,2.13,-3.25,10.66,31.32,31.16,138.75
1974-07-31,4.42,12.25,47.19,-27.18,-2.46,-22.37,10.33,37.85,36,106.82
1974-08-31,18.74,14.88,43.46,-8.76,-1.83,-3.12,14.49,35.11,34.48,80.58
1974-09-30,8.45,16.24,54.61,8.26,-2.02,8.48,19.27,40.42,20.2,39.48
1974-10-31,6.77,14.02,48.2,13.64,-5.45,3.94,8.77,28.04,21.02,35.12
1974-11-30,8.38,14.66,44.53,11.62,-1.87,2.67,-1,20.43,17.52,33.12
1974-12-31,29.99,20.14,44.99,20.18,22.3,21.95,17.33,30.45,18.46,35.99
1975-01-31,-4.47,3.45,37.87,3.97,5.93,-5.5,5.95,20.62,19.59,38.27
1975-02-28,132.88,32.09,49.53,52.86,49.9,24.55,10.56,55.29,18.47,56.82
1975-03-31,126.86,28.64,54.03,39.67,26.15,12.38,14.06,45.62,15,89.51
1975-04-30,-68.41,2.11,42.44,-16.54,-28.67,-20.03,-12.89,20.8,18.39,39.28
1975-05-31,-20.4,10.53,39.94,-8.4,-12.58,16.1,-0.18,31.24,18.02,58.91
1975-06-30,-10.26,9.03,38.48,-10.37,7.64,17.55,12.2,31.47,29.44,119.31
1975-07-31,7.99,9.74,40.22,-33.21,-10.78,-26.38,4.45,27.38,36.33,95.82
1975-08-31,25.58,14.33,46.92,-8.06,-3.37,-13.88,9.19,30.53,37.9,91.9
1975-09-30,11.82,16,51.6,8.99,4.91,1.9,18.1,36.91,23.77,46.98
1975-10-31,20.24,16.04,45.64,21.19,7.26,27.43,15.93,26.71,19.03,35.76
1975-11-30,9.2,15.53,41.12,7.46,-6.78,-3.26,-4.65,18.54,18.77,31.96
1975-12-31,11.2,13.91,38.61,8,-0.84,-0.4,1.59,18.54,23.36,29.35
1976-01-31,-3.4,0.13,33.54,1.4,2.63,-7.44,0.32,21.67,16.68,48.17
1976-02-29,6.27,7.64,36.67,6.88,20.26,-14.96,1.98,42.06,18.17,100.8
1976-03-31,20,2.42,24.39,11.56,5.82,-3.93,4.46,21.27,15.49,50.15
1976-04-30,9.24,11.73,28.74,-2.48,-19.38,-10.27,-6.13,9.64,18.95,29.96
1976-05-31,15.32,10.12,32.71,-12.13,-9.69,-1.75,-1.24,31.56,20.88,30.05
1976-06-30,20.01,14.48,32.06,-10.23,4.12,7.99,8.09,42.32,26.23,107.14
1976-07-31,26.13,17.12,34.85,-10.49,0.98,14.89,11.9,39.69,34.95,120.32
1976-08-31,24.8,15.61,40.47,0.52,-3.21,11.86,9.55,38.89,31.04,118.32
1976-09-30,10.29,14.18,41.8,9.3,2.22,8.3,6.3,37.07,20.1,67.78
1976-10-31,6.87,10.7,28.32,5.72,-7.48,3.88,-1.16,19.27,13.46,49.47
1976-11-30,8.81,8.67,34.92,8.19,-6.44,2.52,-0.81,16.25,15.94,33.5
1976-12-31,8.55,7.82,33.74,6.8,3.69,1.42,-1.96,21.71,17.57,38.86
1977-01-31,16.47,11.68,34.8,7.24,4.41,-1.41,-0.94,21.5,10.5,42.8
1977-02-28,7.41,6.62,33.82,4.82,-7.18,-2.51,-4.26,12.61,14.63,28.78
1977-03-31,18.66,7.99,30.68,1.14,34.73,8.56,4.39,43.35,16.08,76.97
1977-04-30,15.81,16.51,25.13,-3.79,-5.17,9.06,1.64,6.93,10.69,33.09
1977-05-31,28.12,13.83,23.19,-8.22,9.93,3.38,-0.47,29.46,19.9,52.94
1977-06-30,28.79,15.95,27.68,-12.58,41.3,10.27,6.94,47.88,39.46,101.94
1977-07-31,42.53,21.99,29.56,-13.01,33.29,14.55,11.08,49.98,77.1,156.58
1977-08-31,32.28,16.05,26.17,-6.69,22.15,14.66,10.17,44.6,100.1,119.8
1977-09-30,12.6,16.52,32.9,6.57,-8.34,11.79,7.29,31.23,16.64,28.57
1977-10-31,6.96,11.23,28.38,3.07,-4.55,6.1,3.82,24.4,16.08,76.95
1977-11-30,29.35,15.2,32.52,14.27,-0.41,3.8,6.9,19.28,14.67,31.71
1977-12-31,52.79,20.08,36.52,28.35,30.03,15.12,19.94,40.28,15.26,106.84
1978-01-31,267.91,36.92,43.74,86.07,47.73,50.39,33.78,48.92,13.16,71.81
1978-02-28,89.97,15.59,38.05,40.52,64.76,57.7,28.18,90.06,15.22,205.54
1978-03-31,89.26,28.81,49.21,67.6,66.03,60.62,38.36,99.31,20.34,233.21
1978-04-30,-44.32,15.99,48.18,22.98,14.66,38.95,32.19,107.85,22.49,147.57
1978-05-31,-39.15,-2.27,40.37,-9.98,-27.88,42.23,26.13,53.44,25.69,154.71
1978-06-30,-27.43,0.76,32.83,-34.72,-31.63,-16.39,-9.44,24.09,45.41,94.01
1978-07-31,11.19,13.94,37.85,-44.81,-38.51,-29.91,-7.33,25.35,48.51,107.85
1978-08-31,22.45,15.02,45.27,-13.58,-14.12,-14.8,9.32,45.8,45.98,104.04
1978-09-30,12.3,18.29,52.4,9.59,1.21,-2.29,14.54,42.05,21.48,36.38
1978-10-31,4.4,11.27,46.39,2.82,-1.63,5.13,16.81,35.49,14.95,45.95
1978-11-30,15.01,13.72,41.58,11.72,3,10.17,13.91,31.51,19.84,25.94
1978-12-31,7.85,10.01,38.8,3.5,-10.65,10.03,3.5,22.19,24.98,32.95
1979-01-31,85.16,19.37,42.62,55.79,66.92,52.47,37.94,86.15,16.02,74.61
1979-02-28,78.51,24.29,47.84,45.85,20.06,26.13,19.89,49.83,18.19,21.02
1979-03-31,8.54,13.75,46.71,13.73,1.03,18.34,7.44,54.23,17.1,57.99
1979-04-30,-26.32,1.55,40.62,-27.67,-34.66,-38.62,-19.89,34.17,24.96,37.2
1979-05-31,-10.63,9.38,39.5,-5.12,-10.7,2.22,-3.41,45.67,36.5,81.58
1979-06-30,-1.15,12.82,39.62,-14.49,7.79,-3.74,9.76,40.66,38.9,96.71
1979-07-31,18.54,18.44,42,-13.39,2.63,-7.68,14.34,46.79,49.36,71
1979-08-31,21,14.62,43.63,-1.13,4.48,-2.54,13.85,43.27,42.12,54.77
1979-09-30,7.01,15.75,50.49,9.43,-0.06,-0.56,12.09,45.88,24.7,31.98
1979-10-31,22.47,15.7,45.11,15.73,4.82,14.67,18.97,28.23,17.73,64.54
1979-11-30,31.37,15.87,42.55,15.28,1.13,2.14,-0.58,21.86,22.59,31.2
1979-12-31,72.61,25.92,42.46,27.23,14.37,19.35,8.44,25.68,27.72,33.73
1980-01-31,185.08,33.3,60.2,114.91,124.19,98.69,78.03,114.01,20.2,195.96
1980-02-29,148.4,31.48,58.84,70.49,43.87,27.58,28.53,95.02,23.64,152.96
1980-03-31,-19.27,12.44,54.97,7.11,0.49,13.68,11.8,63.86,26.83,110.07
1980-04-30,-94.57,-5.18,46.24,-25.59,-46,-12.52,-29.45,33.81,33.33,78.26
1980-05-31,-50.73,2.67,45.13,-7.5,-6.61,4.35,4.28,43.08,30.69,71.36
1980-06-30,-14.29,13.7,40.48,-33.96,-19.06,-31.66,-3.09,20.19,36.3,70.29
1980-07-31,10.49,14.77,45.24,-26.71,14.05,-15.54,-3.58,59.68,52.58,102.16
1980-08-31,19.86,13.21,44.94,-11.45,-4.42,-23.24,4.26,38.53,44.29,80.61
1980-09-30,10.23,17.07,53.15,8.53,-0.52,6.18,22.05,39.47,26.21,25.13
1980-10-31,8.69,12.51,48.25,7.31,-5.21,2.6,9.02,27.91,13.8,53.77
1980-11-30,9.91,13.25,41.83,6.19,0.18,-1.23,-2.45,20.07,25.7,33.92
1980-12-31,37.84,21.45,42.38,13.59,3.01,1.73,4.58,19.36,33.5,29.08
1981-01-31,88.19,18.16,43.01,45.46,46.99,19.84,24.55,45.7,21.94,67.18
1981-02-28,-3.52,6.1,39.56,-9.56,-17.28,-13.98,-13.25,8.57,21.9,19.46
1981-03-31,41.26,19.78,48.27,24.62,42.81,4.12,13.8,49.51,25.88,91.32
1981-04-30,-21.2,4.99,40.08,-5.84,-28.72,9.79,-9.99,15.35,31.64,28.74
1981-05-31,2.56,10.6,38.84,-11.07,-13.48,-8.14,-1.9,28.78,33.71,51.83
1981-06-30,2.35,13.73,36.2,-12.2,5.66,3.69,9.99,43.35,39.23,76.97
1981-07-31,21.71,24.08,39.83,-9.6,1.71,4.55,13.75,60.67,47.13,51.06
1981-08-31,21.54,14.97,38.57,-2.09,6.16,9,11.09,54.18,38.49,67.73
1981-09-30,8.6,16.78,46.54,6.71,-3.35,0.46,5.6,32.38,27.02,34.21
1981-10-31,18.71,16.24,39.89,12.54,-5.07,-0.09,3.11,17.29,17.91,57.86
1981-11-30,130.82,45.36,49.14,53.37,41.33,14.8,21.25,32.34,26.21,35.97
1981-12-31,128.82,37.95,52.17,38.13,3.31,-0.01,-1.32,15.41,24.13,45.12
1982-01-31,98.15,12.32,50.37,46.41,37.66,21.77,20.68,39.93,17.55,49.65
1982-02-28,34.71,20.83,57.24,33.05,5.71,32.03,15.72,24.14,22.32,11.56
1982-03-31,22.9,28.71,66.54,68.77,79.24,45.42,56.92,80.9,26.04,128.14
1982-04-30,43.9,28.51,70.86,52.78,68.96,23.28,53.8,125.67,28.71,129.57
1982-05-31,-82.96,2.15,52.13,-13.27,-38.87,-8.24,-0.85,16.64,38.33,101.95
1982-06-30,-44.97,-2.14,35.84,-48.23,-47.94,-11.21,-34.47,12.94,34.97,60.36
1982-07-31,-14.23,9.1,41.33,-42.27,-24.44,6.43,-4.14,29.02,51,80.67
1982-08-31,13.96,18.46,48.75,-17.03,-9.54,-0.85,-2.03,42.61,40.88,85.2
1982-09-30,23.46,21.38,53.89,15.49,2.45,11.53,18.21,39.45,26.67,31.64
1982-10-31,9.97,14.84,52.53,26.21,2.96,13.84,18.05,28.86,19.58,41.04
1982-11-30,71.05,32.24,62.59,44.5,56.63,-2,16.34,78.26,28.08,84.16
1982-12-31,103.57,25.56,65.69,61.08,57.2,32.96,49.45,112.13,24.05,76.85
1983-01-31,131.26,20.46,58.48,74.86,77.74,19.1,43.74,144.48,22.68,150.72
1983-02-28,188.49,36.41,71.64,65.74,20.8,3.87,20.8,144.91,27.87,93.65
