date,gw_06,gw_07,gw_08,gw_09,gw_10,gw_11,gw_12,gw_13,gw_14,gw_15
1983-03-31,205.95,33.92,88.39,80.03,87.4,58.55,63.37,228.16,32.3,166.1
1983-04-30,-195.55,17.8,78.65,5.93,-35.68,47.25,8.23,74.03,41.68,91.09
1983-05-31,-76.95,19.29,71.58,-3.3,-32.46,22.25,12.94,45.12,44.37,95.06
1983-06-30,-42.44,8.81,57.68,-12.84,13.25,-20.62,-2.98,82.45,60.72,158
1983-07-31,-24.7,2.97,59.73,-28.23,-28.77,-1.28,-7.3,48.97,58.12,88.59
1983-08-31,1.46,8.38,58.53,-34.2,-56.93,-25.98,-23.04,28.68,43.43,52.2
1983-09-30,-2.7,14.64,66.43,-1.16,-6.7,-5.09,15.18,58.46,34.58,36.93
1983-10-31,0.52,14.89,61.63,3.93,-2.53,4.41,14.9,42.87,25.79,37.96
1983-11-30,147.75,44.27,80.62,44.66,17.64,-4.07,-2.34,52.26,33.46,33.36
1983-12-31,226.95,39.28,77.55,74.58,63.96,54.82,51.49,100.85,30.28,83.44
1984-01-31,-53.04,0.2,60.45,1.79,1.75,30.5,19.53,56.08,24.55,-2.53
1984-02-29,-82.82,2.31,54.4,-25.74,-39.94,-36.43,-17.18,6.44,27.54,-49.38
1984-03-31,-41.08,13.01,57.86,-10.94,-9.08,-28.48,-11.47,48.76,42.05,45.85
1984-04-30,-37.95,3.1,55.84,-31.71,-30.25,-40.69,-24.66,33.38,39.55,8.82
1984-05-31,-17.91,9.51,37.59,-21.88,-10.11,-16.47,-2.78,38.06,32.55,46.49
1984-06-30,-1.25,15.46,39.25,-18.27,-5.81,-14.53,1.65,53.31,32.81,34.99
1984-07-31,16.98,23.69,47.82,-11.78,-5.93,1.59,10.83,46.96,51.51,43.77
1984-08-31,20.8,17.8,49.78,-3.41,-1.02,2.3,10.74,40.57,38.8,54.92
1984-09-30,8.54,19.18,58.71,8.15,-2.97,-0.2,5.99,37.57,30.41,17.2
1984-10-31,6.8,13.98,49.07,12.18,-0.31,11.08,9.98,32.83,17.36,49.33
1984-11-30,103.87,36.54,56.84,45.56,28.84,9.57,17.69,32.07,26.25,36.34
1984-12-31,16.67,12.42,50.57,20.42,21.94,22.35,17.13,31.87,22.04,55.82
1985-01-31,-20.12,0.79,41.07,-4.23,-13.47,2.59,-8.69,14.17,21.12,22.04
1985-02-28,4.92,10.53,44.59,-1.16,-5.25,-13.2,-7.5,21.2,21.89,19.47
1985-03-31,9.12,12.87,47.59,15.22,22.68,-6.48,9.61,54.1,28.38,68.11
1985-04-30,-25.59,11.99,47.22,-4.29,-23.89,-8.82,-8.71,9.31,35.21,17.41
1985-05-31,-1.8,15.15,37.89,-9.72,-7.76,-10.58,0.56,27.87,30.9,44.81
1985-06-30,6.46,17.62,36.81,-10.16,-3.61,1.57,7.92,41.24,36.09,69.16
1985-07-31,18.15,20.82,40.94,-5.83,-2.36,28.85,14.53,47.12,54.86,72.94
1985-08-31,20.7,15.82,40.81,-2.45,-1.12,12.61,10.12,39.12,38.71,54.08
1985-09-30,12.4,15.73,49.54,5.1,-4.68,-14.07,3.36,34.13,29.22,17.6
1985-10-31,-1.37,12.57,41.96,3.68,-13.95,-6.26,2.48,18.73,16.72,46.59
1985-11-30,35.58,20.13,43.25,22.82,25.37,2.47,15.42,35.5,22.78,57.49
1985-12-31,25.38,10.34,39.72,10.3,-9.95,-1.45,0.2,12.35,22.6,19.61
1986-01-31,63.11,17.13,41.54,20.84,0.93,-2.36,-7.65,21.26,23.05,32.73
1986-02-28,302.88,50.08,71.54,127.62,131.15,52.62,54.02,124.06,19.88,107.82
1986-03-31,107.24,25.65,72.32,74.43,64.6,88.04,67.49,88.99,28.91,157.79
1986-04-30,-181.5,-5.01,50.45,-23.44,-43.19,-19.02,-3.28,41.6,37.36,58.66
1986-05-31,-68.94,0.99,39.04,-34.8,-54.39,-31.21,-22.13,-7.87,37.65,62.72
1986-06-30,-33.01,10.33,37.05,-35.4,-23.6,-11.65,-10.47,35.86,38.8,41.95
1986-07-31,3.1,19.61,44.61,-29.9,-18.98,-17.68,-6.64,42.38,51.38,59.85
1986-08-31,8.17,15.72,48.18,-8.89,-9.14,5.54,3.89,41.52,40.73,63.74
1986-09-30,11.5,22.19,54.53,9.39,-5.53,6.31,8.68,38.52,28.6,8.8
1986-10-31,0.13,14.85,50.25,0.29,-6.81,-8.32,5.52,33.83,14.64,39.83
1986-11-30,2.5,13.05,44.18,4.3,-7.82,-11.12,-7.58,20.11,25.2,22.6
1986-12-31,5.61,13.7,46,10.07,-4.08,17.34,13.93,16.15,26.75,26.94
1987-01-31,11.83,13.79,46.82,9.62,9.77,-9.92,-3.77,22.18,27.47,35.91
1987-02-28,22.67,10.68,44.13,12.58,28.06,-6.2,-4.29,35.16,21.28,41.26
1987-03-31,19.41,18.81,48.94,21.22,27.8,8.02,12.39,38.68,25.73,47.47
1987-04-30,-13.42,6.5,43.67,-7.99,-30.15,0.93,-2.86,5.84,31.8,16.57
1987-05-31,-4.31,10.92,30.61,-8.65,0.67,-6.88,-0.22,32.27,29.03,51.74
1987-06-30,1.64,16.26,34.34,-8.08,10.06,0.21,4.77,35.29,32.44,66.54
1987-07-31,18.65,20.72,38.05,-8.59,12.16,1.85,10.18,40.88,46.32,79.88
1987-08-31,16.5,15.66,38.77,-2.48,6.52,5.26,11.56,40.72,32.93,75.61
1987-09-30,2.47,14.75,46.57,6.05,-8.07,3.85,5.55,35.08,26.96,22.5
1987-10-31,3.99,13.41,39.15,4.93,-0.71,-13.09,2.61,20.48,20.28,47.35
1987-11-30,11.57,14.98,38.16,9.65,2.11,-0.88,2.01,17.27,21.76,25.88
1987-12-31,74.71,26.58,42.32,29.02,9.03,-1.97,10.43,20.39,23.24,30.72
1988-01-31,64.86,13.94,34.8,31.98,18.77,-5.72,-1.9,25.92,17.21,42.27
1988-02-29,-33.95,3.97,36.16,2.71,10.3,-4.62,-2.09,26.79,23.06,51.93
1988-03-31,-15.01,12.52,40.32,9.29,8.62,28.86,9.59,34.91,18.21,60.23
1988-04-30,4.06,19.07,43.36,11.47,-2.04,6.28,9.15,19.6,29.48,38.39
1988-05-31,1.49,12.91,31.32,-2.98,9.68,-4.99,-0.58,20.41,16.71,27.83
1988-06-30,0.76,17.36,31.74,-8.23,36.64,2.78,7.79,28.55,21.74,49.17
1988-07-31,12.2,23.6,37.67,-5.92,45.38,3.89,15.66,33.89,39.31,104.42
1988-08-31,12.64,16.72,36.63,-3.39,31.89,3.89,11.5,40.29,27.02,90.53
1988-09-30,8.56,18.43,43.57,6.21,-7.49,-0.61,8.87,22.67,25.05,26.53
1988-10-31,6.7,15.94,35.11,2.2,-10.4,-0.65,2.84,16.1,1.92,75.98
1988-11-30,25.15,22.17,39.68,14.83,0.46,-1.82,7.71,16.59,19.93,31.33
1988-12-31,22.85,9.39,35.7,17.38,11.51,0.08,12.46,21.27,18.88,45.62
1989-01-31,0.78,5.81,33.09,3.33,-9.44,-11.32,-4.77,8.64,25.46,22.75
1989-02-28,3.78,14.6,35.83,5.67,13.8,-7.28,3.91,26.98,20.74,52.59
1989-03-31,79.89,45.53,50.62,44.57,32.26,24.92,14.46,36.92,22.82,69.81
1989-04-30,-38.65,0.35,34.74,-6.92,-15.34,12.63,11.93,7.16,27.68,24.63
1989-05-31,-11.71,7.73,33.24,-8.26,29.6,2,8.83,34.18,25.01,53.54
1989-06-30,2.04,13.91,32.62,-8.93,45.7,-1.36,11.66,30.83,29.93,87.27
1989-07-31,17.23,23.17,38.61,-8,46.33,-2.28,15.76,38.77,41.1,62.21
1989-08-31,13.3,18.13,39.98,-1.54,40.05,-7.76,14.37,39.02,32.46,62.55
1989-09-30,25.07,16.9,38.63,12.5,3.95,-5.98,7.83,22.07,24.96,29.17
1989-10-31,1.63,17.08,34.41,7.83,-1.94,-2.78,5.22,16.34,15.24,47.15
1989-11-30,0.72,13.98,36.54,5.99,-4.14,-4.98,1.66,15.94,22.07,27.9
1989-12-31,-1.03,14.05,33.78,4.03,-3.55,-3.35,1.22,16.45,21.66,25.4
1990-01-31,30.64,20.43,37.38,12.45,9.83,-5.5,2.9,19.03,17.92,38.17
1990-02-28,7.21,5.91,32.65,3.76,2.86,-5.57,4.7,16.79,26.99,23.33
1990-03-31,-2.94,13.14,34.04,12.88,45.89,17.65,5.44,45.04,18.92,63.58
1990-04-30,3.56,17.69,32.95,-2.1,-2.32,1.28,10.62,17.26,21.49,30.76
1990-05-31,16.84,17.87,32.33,0.99,27.77,-2.77,9.54,27.81,21.34,56.87
1990-06-30,8.29,11.45,33.07,-12.83,53.51,3.03,6.63,31.25,28.16,80.87
1990-07-31,18.47,18.06,39.71,-8.52,43.82,6.3,14.6,40.38,45.82,78.38
1990-08-31,22.16,19.36,37.08,-2.25,38.34,0.51,13.16,38.93,48.74,77.8
1990-09-30,9.05,16.86,40.49,3.19,-4.81,-6.84,6.7,25.6,20.79,28.24
1990-10-31,14.5,13.96,32.93,0.88,-5.16,-0.17,5.96,24.39,2.08,54.76
1990-11-30,4.82,14.04,31.92,6.65,-3.65,-1.69,3.05,17.6,25.64,27
1990-12-31,15.95,17.98,33.38,8.07,-3.64,-4.09,2.36,15.63,18,25.84
1991-01-31,7.62,11.32,32.51,5.56,-3.93,-2.01,3.39,15.91,13.33,37.98
1991-02-28,21.61,11.1,33.41,7.16,3.98,-5.13,5.02,18.19,16.91,24.11
1991-03-31,115.64,32.28,47.71,72.13,116.71,17.45,50.47,82.03,20.23,301.96
1991-04-30,-30.51,0.51,22.27,-30.57,-53.45,-6.03,-12.68,-22.95,11.41,25.21
1991-05-31,-0.05,9.16,31.57,-23.85,21.17,-0.5,-0.25,25.37,28.32,35.77
1991-06-30,7.58,15.39,33.33,-14.41,59.57,-0.24,5.89,44.81,28.32,103.58
1991-07-31,11.79,16.1,37.16,-11.89,59,8.7,13.7,48.82,51.41,102.78
1991-08-31,21.97,14.26,36.61,-3.27,43.39,2.19,13.15,43.03,62.45,90.75
1991-09-30,12.16,19.63,40.99,4.46,-6.08,2.76,7.13,28.2,16.05,29.8
1991-10-31,9.83,16.72,34.03,13.89,-0.41,3.87,8.97,22.15,11.56,74.44
1991-11-30,3.25,12.76,31.62,7.12,-2.38,0.93,1.03,20.04,22.25,28.01
1991-12-31,21.42,18.85,33.3,11.2,4.22,-2.76,3.84,17.64,14.69,33.03
1992-01-31,15.29,12.29,31.79,7.57,-0.65,-1.94,-0.71,15.73,14.24,29.39
1992-02-29,103.65,26.68,38.75,57.82,53.69,9.13,25.01,48.71,14.87,92.07
1992-03-31,11.9,8.86,35.5,1.14,-11.97,-5.85,-5.01,9.1,12.02,48.89
1992-04-30,-33.44,5.08,34.08,-11.74,2.73,12.63,7.35,23.66,12.34,35.15
1992-05-31,-0.51,8.88,34.54,-11.48,35.01,-2.43,10.56,32.34,30.49,46.75
1992-06-30,2.83,15.38,34.71,-9.4,59.16,-3.21,6.67,34.92,33.04,88.11
1992-07-31,14.91,17.55,37.8,-10.73,59.9,4.37,12.28,42.58,70.6,92.63
1992-08-31,21.99,17.67,36.74,-1.85,56.04,4.32,10.58,45.32,77.67,97.88
1992-09-30,12.34,21.84,39.49,4.21,-2.85,6.71,6.82,27.44,14.62,27.94
1992-10-31,12.62,15.26,34.75,13.25,6.45,7.01,8.92,20.26,9.88,66.68
1992-11-30,-0.54,11.63,28.85,12.51,-0.2,-0.49,2.2,19.48,15.83,25.03
1992-12-31,90.28,27.36,40.45,43.75,32.37,4.82,17.28,33.13,13.52,57.2
1993-01-31,190.44,36.5,42.65,132.23,103.64,25.42,40.23,73.26,13.48,150.63
1993-02-28,13.09,22.48,39.57,63.41,7.23,-10.62,-1.35,23.93,14.08,92.08
1993-03-31,16.37,32.35,50.11,19.68,-0.72,-5.15,1.99,21.28,16.94,54.87
1993-04-30,-30.53,6.33,40.58,-6.46,-6.87,19.01,16.01,39.19,19.74,28.6
1993-05-31,-7.88,10.06,46.6,-0.89,12.14,21.91,8.28,24.46,27.05,87.11
1993-06-30,-10.42,17.38,35.25,-13.11,50.88,-5.05,9.03,41.54,32.91,104.61
1993-07-31,-2.88,13.73,39.21,-15.4,56.54,-0.73,11.43,45.29,36.03,112.53
1993-08-31,4.23,18.51,41.38,2.08,46.28,4.2,17.94,40.93,35.08,92.06
1993-09-30,1.44,16.67,44.02,9.6,5.85,4.95,18.1,34.22,21.95,47.48
1993-10-31,0.41,16.27,45.1,6.31,3.72,11.68,5.46,34.89,14.67,69.63
1993-11-30,9.12,15.41,41.95,4.67,-0.6,-13.04,-9.04,20.1,20.99,30.72
1993-12-31,23.3,22.78,43.04,9.26,5.4,-3.76,-1.05,18.04,21.84,30.26
1994-01-31,13.95,9.21,37.19,12.25,14.44,1.96,3.24,22.84,16.33,31.99
1994-02-28,42.49,14.84,39.02,33.15,33.65,-2.22,3.23,36.6,18.36,54.7
1994-03-31,-18.84,10.3,39.56,2.9,-0.48,18.78,3.13,26.18,21.73,45.8
1994-04-30,-8.96,15.43,43.98,2.67,0.45,1.75,11.14,23.61,22.26,28.83
1994-05-31,10.5,17.15,37.6,-0.72,19.24,-1,8.12,32.29,21.59,52.99
1994-06-30,-1.67,20.55,36.46,-7.81,52.51,1.04,6.69,43.42,34.7,99.66
1994-07-31,15.76,25.45,40.91,-6.57,52.65,9.9,14.28,45.62,46.05,105.23
1994-08-31,11.52,21.97,37.87,0.97,51.82,6.29,11.26,39.16,54.3,102.84
1994-09-30,11.44,25.5,45.72,11.05,-2.28,1.12,6.38,26.17,19.09,33.24
1994-10-31,-3.68,15.43,34.03,3.92,5.77,5.12,5.61,22.6,13.99,55.27
1994-11-30,32.5,20.66,41.21,16.05,8.77,-1.05,5.28,19.21,17.11,35.22
1994-12-31,27.5,18.76,41.02,15.46,-0.8,-1.67,-0.49,14.74,17.86,30.82
1995-01-31,350.54,59.75,55.1,169.85,144.69,48.05,67.47,102.38,18.81,203.91
1995-02-28,-52.02,11.15,38.58,-6.92,-58.08,2.5,1.19,-8.52,22.16,16.33
1995-03-31,175.78,43.85,66.4,109.59,171.64,44.6,91.55,145.29,23,264.42
1995-04-30,-149.58,20.89,55.73,7.68,-7.5,27.67,19.56,38.2,26.69,117.81
1995-05-31,-24.2,21.72,61.61,19.49,48.87,29.89,36.66,66.02,30.23,154.27
1995-06-30,-50.54,11.88,47.32,-28.67,-18.4,-26.2,-15.53,7.56,31.36,114.78
1995-07-31,-25.98,7.71,43.15,-28.87,58.27,-14.78,5.18,76.79,40.61,121.64
1995-08-31,-11.53,11.76,44.44,-39.42,-42.39,-26.04,-24.39,7.62,37.04,79.82
1995-09-30,-4.59,22.92,53.6,-8.96,-19.74,-1.19,5.46,31.67,25.93,35.73
1995-10-31,-6.24,12.74,46.83,-3.85,1.84,1.68,8.18,35.63,18.63,73.8
1995-11-30,-2.32,14.13,41.57,-9.19,-9.96,-19.02,-19.44,22.61,23.23,30.94
1995-12-31,96.93,34.22,50.11,38.53,25.72,-2.39,10.9,28.06,25.14,38.33
1996-01-31,97.57,20.96,39.78,59.88,46.47,2.06,8.78,38.87,22.5,51.71
1996-02-29,183.05,42.29,54.39,117.99,77.28,67.02,64.1,71.13,19.15,96.25
1996-03-31,-69.84,14.59,51.25,28.89,12.83,41.46,20.18,49.4,23.56,54.06
1996-04-30,-52.25,12.7,51.01,-10.79,-12.95,-22.85,-14.61,36.62,30.3,61.28
1996-05-31,-3.09,24.66,57.79,10.18,32.13,7.88,24.99,45.76,33.68,117.11
1996-06-30,-31.78,5.67,38.66,-39.68,-1.21,-27.27,-18.14,19.42,32.15,79.65
1996-07-31,-7.47,16.67,45.31,-28.73,24.44,-14.11,0.19,49.09,42.96,74.12
1996-08-31,8.95,17.94,51.01,-5.4,31.76,-7.96,10.43,55.24,37.74,84.83
1996-09-30,-1.96,18.33,50.19,2.45,7.31,-6.4,9.91,45.48,28.07,35.56
1996-10-31,-7.41,15.24,44.1,9.94,13.45,4.06,11.65,37,22.24,45.26
1996-11-30,7.55,19.56,44.43,15.42,10.97,1.79,8.88,22.69,22.41,42.36
1996-12-31,140.24,63.15,68.23,144.86,136.81,95,93.07,136.1,22.27,127.51
1997-01-31,282.27,9.33,61.09,167.41,206.63,116.94,138.33,264.28,20.72,256.97
1997-02-28,-67.99,14.22,60.15,-1.22,-52.62,-6.06,-27.93,59.9,22.07,103.84
1997-03-31,-102.82,7.72,51.67,-42.09,-86.41,-70.97,-68.27,0.62,23.35,38
1997-04-30,-54.76,6.23,58.2,-44.36,-36.34,-49.59,-27.87,30.23,31.11,34.13
1997-05-31,-19,13.35,36.4,-21.89,7.78,-9.85,0.34,32.15,32.32,84.27
1997-06-30,-0.59,22.64,42.75,-22.72,24.2,-11.31,0.32,42.85,25.01,83.79
1997-07-31,3.62,27.25,48.35,-17.13,37.48,-11.38,12.22,57.64,38.8,73.58
1997-08-31,9.93,18.99,53.37,-1.53,42.86,-4.5,12.49,61.44,30.93,88.45
1997-09-30,-2.16,20.1,54.3,7.25,10.06,2.57,10.29,47.82,28.5,52.58
1997-10-31,0.37,19.06,49.8,1.7,3.15,12.83,8.88,37.75,14.97,56.78
1997-11-30,45.7,26.31,53.03,25.71,29.48,-2.26,15.51,34.09,21.16,45.56
1997-12-31,26.52,15.64,48.7,21.48,13.83,-8.92,1.3,20.92,20.91,37.81
1998-01-31,184.17,38.94,55.81,122.36,89.22,43.57,43.47,67.04,15.28,90.44
1998-02-28,336.69,22.18,67.52,195.57,213.6,80.52,120.16,224.05,20.02,317.68
1998-03-31,-42.22,38.05,73.1,16.64,-57.78,-2.73,-16.76,28.82,26.47,156.39
1998-04-30,-140.03,19.94,65.67,-1.52,18.69,1.24,9.62,97.43,30.29,112.24
1998-05-31,-37.32,34.67,71.18,12.94,37.73,-3.26,7.87,63.09,23.07,135.61
1998-06-30,-16.28,19.05,60.07,-4.2,49.93,10.88,23.24,77.91,19.94,116.87
1998-07-31,-23.99,8.65,57.2,-26.06,10.5,1.23,3.43,52.58,32.2,106.93
1998-08-31,6.7,17.12,61.43,-33.41,-44.52,-17.44,-19.65,21.55,23.61,61.47
1998-09-30,-2.01,23.6,57.74,-14.5,-13.87,-3.26,3.05,39.34,23.48,17.23
1998-10-31,-3.95,16.71,51.81,-4,-2.02,-8.95,-0.79,43.72,19.26,65.4
1998-11-30,27.18,30.62,56.16,-0.67,-2.41,-28.08,-10.01,30.74,24.27,69.73
1998-12-31,34.46,32.64,55.72,10.52,13.18,0.71,11,34.93,26.47,81.33
1999-01-31,16.73,17.16,50.2,38.86,42.84,19.37,18.33,38.33,19.33,121.7
1999-02-28,159.31,32.68,64.59,70.83,20.88,50.42,33.27,28.67,15.2,18.07
1999-03-31,40.98,21.88,57.42,0.89,-1.03,-11.61,-3.46,26.86,18.04,55.22
1999-04-30,-75.36,6.84,55.26,-11.25,11.45,-16.66,0.87,16.21,25.66,18.42
1999-05-31,-32.09,3.27,51.58,-18.81,15.7,-5.61,1.44,37.44,21.25,53.99
1999-06-30,-14.89,14.08,41.37,-28.71,20.18,-12.11,-4.97,39.9,19.88,62.98
1999-07-31,13.63,25.94,49.71,-18.75,37.64,-8.27,11.46,57.89,30.38,72.56
1999-08-31,10.01,18.16,52.68,-6.74,33.29,-4.46,12.48,53.39,19.45,68.94
1999-09-30,5.25,21.36,53.63,3.56,8.36,-6.43,9.81,43.98,24.18,26.66
1999-10-31,1.44,19.27,49.63,0.25,7.07,1.3,9.13,37.99,17.98,55.93
1999-11-30,12.67,21.85,45.29,9.51,3.78,-7.78,-0.7,21.74,21.72,35.71
1999-12-31,2.01,19.7,42.52,4.89,3.07,-6.03,-0.93,21.06,21.65,32.49
2000-01-31,64.24,29.74,50.64,48.51,56.29,6.48,14.59,41.67,19.52,38.5
2000-02-29,158.24,31.81,60.25,111.87,90.67,44.93,52.2,63.79,21.98,107.32
2000-03-31,-10.3,9.96,55.29,14.25,1.42,36.34,22.54,41.3,20.93,40.03
2000-04-30,-58.45,16.56,50.6,-23.43,-18.17,-26.7,-20.19,22.22,22.77,26.42
2000-05-31,-16.62,10.8,50.89,-18.04,12.83,-5.51,-2.8,36.27,23.65,65.58
2000-06-30,-11.15,17.59,40.26,-26.38,22.29,-12.07,2.35,45.59,24.99,98.32
2000-07-31,12.79,25.24,46.5,-19.28,36.68,-10.93,13.21,53.93,35.53,87.64
2000-08-31,10.19,19.14,50.85,-6.03,30.41,1.58,17.6,56.81,23.4,61.28
2000-09-30,5.41,20.54,52.7,5.08,10.39,-3.18,9.58,43.77,22.71,25.13
2000-10-31,11.44,19.23,47.83,17.32,20.83,3.63,14.29,41.61,13.62,36.98
2000-11-30,1.19,16.13,44.83,0.92,-6.27,-11.74,-6.81,17.05,20.3,31.9
2000-12-31,4.95,17.66,42.98,2.28,-0.21,-7.11,-2.12,21.52,22.68,31.66
2001-01-31,36.04,22.96,43.58,22.08,45.12,-3.19,12.56,39.3,14.67,57.68
2001-02-28,70.42,18.93,41.48,26.02,14.08,3.39,9.08,25.37,15.83,49.28
2001-03-31,-6.2,16.95,43.73,5.44,12.87,-5.66,4.75,29.37,13.38,43.86
2001-04-30,-18.57,11.88,44.64,0.75,4.93,13.56,5.13,9.1,19.64,25.83
2001-05-31,-6.37,12.51,41.83,-3.52,26.74,15.77,13.13,42.36,18.89,48.18
2001-06-30,8.6,21.06,40.31,-12.65,18.39,-12.48,2.51,39.15,21.94,92.13
2001-07-31,22.04,22.08,44.41,-14.2,28.57,0.03,12.87,52.18,31.79,64.96
2001-08-31,18.05,19.16,48.05,-5.47,34.07,0.58,14,56.36,21.66,58.29
2001-09-30,10.84,20.83,48.95,7.23,6.35,-2.19,8.53,41.1,20.69,26.36
2001-10-31,5.85,16.94,44.85,8.53,10.94,6.37,9.85,30.51,16.82,41.83
2001-11-30,46.24,25.41,45.89,17.21,14.96,-5.25,5.03,25.68,17.2,37.23
2001-12-31,131.01,28.77,48.33,68.61,50.3,2.75,22.87,37.21,17.78,56.54
2002-01-31,52.37,11.17,37.59,10.52,-8.54,-14.55,-13.98,13.42,19.13,27.26
2002-02-28,-36.31,10.72,40.19,-2.59,-6.36,-5.63,-4.81,23.15,23.8,37.55
2002-03-31,-15.09,19.63,46.15,10.3,23.3,4.81,12.27,41.86,15.15,87.9
2002-04-30,-19.05,13.18,45.18,0.7,16.14,22.57,15.14,38.19,19.85,39.37
2002-05-31,5,15.83,48.03,3.34,30.83,6.92,13.36,37.7,23.19,68.11
2002-06-30,7.35,20.25,42.3,-10.01,22.83,-7.42,7.56,36.42,27.31,103.55
2002-07-31,21.52,23.74,45.85,-10.73,27.44,2.4,15.87,51.8,37.27,116.52
2002-08-31,21.95,16.37,48.92,-5.21,31.22,-1.42,14.38,52.6,27.93,97.16
2002-09-30,10.97,19.71,49.5,5.89,2.75,-2.41,8.84,34.19,21.75,30.1
2002-10-31,8.8,16.09,40.07,1.3,7.96,7.39,10.58,35.4,19.63,53.11
2002-11-30,21.91,18.68,41.18,14.14,20.96,-1.99,9.2,29.05,18.45,48.07
2002-12-31,178.07,46.55,50.74,83.05,63.55,4.12,28.1,41.03,18.38,47
2003-01-31,53.03,17.74,40.79,-0.51,-18.55,-12.88,-21.52,10.87,16.49,28.43
2003-02-28,-32.88,10.41,40.53,-0.9,5.77,-2.06,0.64,27.96,13.9,46.88
2003-03-31,-20.44,9.55,41.51,4.15,10.99,2.38,8.89,25.08,8.23,72.5
2003-04-30,2.58,22.16,48.4,18.79,19.5,21.09,21.17,32.18,18.19,40.66
2003-05-31,5.62,23.99,46.13,4.4,20.39,8.67,12.47,37.39,18,91.68
2003-06-30,-14.53,13.31,43.43,-14.28,21.42,14.59,10.35,40.62,24.2,125.99
2003-07-31,12.56,21.82,48,-15.18,23.14,-2.33,17.62,46.66,37.43,115.95
2003-08-31,17.74,16.12,49.29,-4.39,16.85,-0.97,17.17,52.54,29.64,98.52
2003-09-30,5.45,17.12,47.61,2.04,7.16,1.01,10.74,38.13,24.34,36.81